region,site,block_ID_original,plot_ID_original,position_ID_original,species,treat_warming,treat_competition,added_focals,block_ID,position_ID,unique_plot_ID,unique_plant_ID
ZAF,lo,8,2,4,scinat,ambi,bare,wf,08,04,ZAF.lo.ambi.bare.wf.08,ZAF.lo.ambi.bare.wf.08.04
ZAF,lo,8,2,5,budsal,ambi,bare,wf,08,05,ZAF.lo.ambi.bare.wf.08,ZAF.lo.ambi.bare.wf.08.05
ZAF,lo,8,2,6,knilin,ambi,bare,wf,08,06,ZAF.lo.ambi.bare.wf.08,ZAF.lo.ambi.bare.wf.08.06
ZAF,lo,8,2,7,eracap,ambi,bare,wf,08,07,ZAF.lo.ambi.bare.wf.08,ZAF.lo.ambi.bare.wf.08.07
ZAF,lo,8,2,8,euppul,ambi,bare,wf,08,08,ZAF.lo.ambi.bare.wf.08,ZAF.lo.ambi.bare.wf.08.08
ZAF,lo,8,2,9,diepau,ambi,bare,wf,08,09,ZAF.lo.ambi.bare.wf.08,ZAF.lo.ambi.bare.wf.08.09
ZAF,lo,8,2,10,eupcla,ambi,bare,wf,08,10,ZAF.lo.ambi.bare.wf.08,ZAF.lo.ambi.bare.wf.08.10
ZAF,lo,8,2,11,budsal,ambi,bare,wf,08,11,ZAF.lo.ambi.bare.wf.08,ZAF.lo.ambi.bare.wf.08.11
ZAF,lo,8,2,12,melner,ambi,bare,wf,08,12,ZAF.lo.ambi.bare.wf.08,ZAF.lo.ambi.bare.wf.08.12
ZAF,lo,9,1,1,arijuc,ambi,vege,wf,09,01,ZAF.lo.ambi.vege.wf.09,ZAF.lo.ambi.vege.wf.09.01
ZAF,lo,9,1,2,watsoc,ambi,vege,wf,09,02,ZAF.lo.ambi.vege.wf.09,ZAF.lo.ambi.vege.wf.09.02
ZAF,lo,9,1,3,budsal,ambi,vege,wf,09,03,ZAF.lo.ambi.vege.wf.09,ZAF.lo.ambi.vege.wf.09.03
ZAF,lo,9,1,4,alomac,ambi,vege,wf,09,04,ZAF.lo.ambi.vege.wf.09,ZAF.lo.ambi.vege.wf.09.04
ZAF,lo,9,1,5,cribul,ambi,vege,wf,09,05,ZAF.lo.ambi.vege.wf.09,ZAF.lo.ambi.vege.wf.09.05
ZAF,lo,9,1,6,eupcla,ambi,vege,wf,09,06,ZAF.lo.ambi.vege.wf.09,ZAF.lo.ambi.vege.wf.09.06
ZAF,lo,9,1,7,budlor,ambi,vege,wf,09,07,ZAF.lo.ambi.vege.wf.09,ZAF.lo.ambi.vege.wf.09.07
ZAF,lo,9,1,8,melner,ambi,vege,wf,09,08,ZAF.lo.ambi.vege.wf.09,ZAF.lo.ambi.vege.wf.09.08
ZAF,lo,9,1,9,watsoc,ambi,vege,wf,09,09,ZAF.lo.ambi.vege.wf.09,ZAF.lo.ambi.vege.wf.09.09
ZAF,lo,9,1,10,eracap,ambi,vege,wf,09,10,ZAF.lo.ambi.vege.wf.09,ZAF.lo.ambi.vege.wf.09.10
ZAF,lo,9,1,11,euppul,ambi,vege,wf,09,11,ZAF.lo.ambi.vege.wf.09,ZAF.lo.ambi.vege.wf.09.11
ZAF,lo,9,1,12,cotpan,ambi,vege,wf,09,12,ZAF.lo.ambi.vege.wf.09,ZAF.lo.ambi.vege.wf.09.12
ZAF,lo,9,2,1,alomac,ambi,bare,wf,09,01,ZAF.lo.ambi.bare.wf.09,ZAF.lo.ambi.bare.wf.09.01
ZAF,lo,9,2,2,budsal,ambi,bare,wf,09,02,ZAF.lo.ambi.bare.wf.09,ZAF.lo.ambi.bare.wf.09.02
ZAF,lo,9,2,3,arijuc,ambi,bare,wf,09,03,ZAF.lo.ambi.bare.wf.09,ZAF.lo.ambi.bare.wf.09.03
ZAF,lo,9,2,4,knilin,ambi,bare,wf,09,04,ZAF.lo.ambi.bare.wf.09,ZAF.lo.ambi.bare.wf.09.04
ZAF,lo,9,2,5,diepau,ambi,bare,wf,09,05,ZAF.lo.ambi.bare.wf.09,ZAF.lo.ambi.bare.wf.09.05
ZAF,lo,9,2,6,euppul,ambi,bare,wf,09,06,ZAF.lo.ambi.bare.wf.09,ZAF.lo.ambi.bare.wf.09.06
ZAF,lo,9,2,7,rosrub,ambi,bare,wf,09,07,ZAF.lo.ambi.bare.wf.09,ZAF.lo.ambi.bare.wf.09.07
ZAF,lo,9,2,8,melner,ambi,bare,wf,09,08,ZAF.lo.ambi.bare.wf.09,ZAF.lo.ambi.bare.wf.09.08
ZAF,lo,9,2,9,scinat,ambi,bare,wf,09,09,ZAF.lo.ambi.bare.wf.09,ZAF.lo.ambi.bare.wf.09.09
ZAF,lo,9,2,10,eracap,ambi,bare,wf,09,10,ZAF.lo.ambi.bare.wf.09,ZAF.lo.ambi.bare.wf.09.10
ZAF,lo,9,2,11,diepau,ambi,bare,wf,09,11,ZAF.lo.ambi.bare.wf.09,ZAF.lo.ambi.bare.wf.09.11
ZAF,lo,9,2,12,euppul,ambi,bare,wf,09,12,ZAF.lo.ambi.bare.wf.09,ZAF.lo.ambi.bare.wf.09.12
ZAF,lo,9,2,1,knilin,ambi,bare,wf,10,01,ZAF.lo.ambi.bare.wf.10,ZAF.lo.ambi.bare.wf.10.01
ZAF,lo,10,1,2,euppul,ambi,bare,wf,10,02,ZAF.lo.ambi.bare.wf.10,ZAF.lo.ambi.bare.wf.10.02
ZAF,lo,10,1,3,diepau,ambi,bare,wf,10,03,ZAF.lo.ambi.bare.wf.10,ZAF.lo.ambi.bare.wf.10.03
ZAF,lo,10,1,4,arijuc,ambi,bare,wf,10,04,ZAF.lo.ambi.bare.wf.10,ZAF.lo.ambi.bare.wf.10.04
ZAF,lo,10,1,5,cribul,ambi,bare,wf,10,05,ZAF.lo.ambi.bare.wf.10,ZAF.lo.ambi.bare.wf.10.05
ZAF,lo,10,1,6,melner,ambi,bare,wf,10,06,ZAF.lo.ambi.bare.wf.10,ZAF.lo.ambi.bare.wf.10.06
ZAF,lo,10,1,7,budsal,ambi,bare,wf,10,07,ZAF.lo.ambi.bare.wf.10,ZAF.lo.ambi.bare.wf.10.07
ZAF,lo,10,1,8,alomac,ambi,bare,wf,10,08,ZAF.lo.ambi.bare.wf.10,ZAF.lo.ambi.bare.wf.10.08
ZAF,lo,10,1,9,cotorb,ambi,bare,wf,10,09,ZAF.lo.ambi.bare.wf.10,ZAF.lo.ambi.bare.wf.10.09
ZAF,lo,10,1,10,cotpan,ambi,bare,wf,10,10,ZAF.lo.ambi.bare.wf.10,ZAF.lo.ambi.bare.wf.10.10
ZAF,lo,10,1,11,diepau,ambi,bare,wf,10,11,ZAF.lo.ambi.bare.wf.10,ZAF.lo.ambi.bare.wf.10.11
ZAF,lo,10,1,12,eracap,ambi,bare,wf,10,12,ZAF.lo.ambi.bare.wf.10,ZAF.lo.ambi.bare.wf.10.12
ZAF,lo,10,2,1,alomac,ambi,vege,wf,10,01,ZAF.lo.ambi.vege.wf.10,ZAF.lo.ambi.vege.wf.10.01
ZAF,lo,10,2,2,pyrang,ambi,vege,wf,10,02,ZAF.lo.ambi.vege.wf.10,ZAF.lo.ambi.vege.wf.10.02
ZAF,lo,10,2,3,arijuc,ambi,vege,wf,10,03,ZAF.lo.ambi.vege.wf.10,ZAF.lo.ambi.vege.wf.10.03
ZAF,lo,10,2,4,diepau,ambi,vege,wf,10,04,ZAF.lo.ambi.vege.wf.10,ZAF.lo.ambi.vege.wf.10.04
ZAF,lo,10,2,5,eupcla,ambi,vege,wf,10,05,ZAF.lo.ambi.vege.wf.10,ZAF.lo.ambi.vege.wf.10.05
ZAF,lo,10,2,6,eracap,ambi,vege,wf,10,06,ZAF.lo.ambi.vege.wf.10,ZAF.lo.ambi.vege.wf.10.06
ZAF,lo,10,2,7,Diospysros,ambi,vege,wf,10,07,ZAF.lo.ambi.vege.wf.10,ZAF.lo.ambi.vege.wf.10.07
ZAF,lo,10,2,8,knilin,ambi,vege,wf,10,08,ZAF.lo.ambi.vege.wf.10,ZAF.lo.ambi.vege.wf.10.08
ZAF,lo,10,2,9,cribul ,ambi,vege,wf,10,09,ZAF.lo.ambi.vege.wf.10,ZAF.lo.ambi.vege.wf.10.09
ZAF,lo,10,2,10,euppul,ambi,vege,wf,10,10,ZAF.lo.ambi.vege.wf.10,ZAF.lo.ambi.vege.wf.10.10
ZAF,lo,10,2,11,melner,ambi,vege,wf,10,11,ZAF.lo.ambi.vege.wf.10,ZAF.lo.ambi.vege.wf.10.11
ZAF,lo,10,2,12,budlor,ambi,vege,wf,10,12,ZAF.lo.ambi.vege.wf.10,ZAF.lo.ambi.vege.wf.10.12
ZAF,hi,1,1,1,alomac,warm,vege,wf,01,01,ZAF.hi.warm.vege.wf.01,ZAF.hi.warm.vege.wf.01.01
ZAF,hi,1,1,2,cotpan,warm,vege,wf,01,02,ZAF.hi.warm.vege.wf.01,ZAF.hi.warm.vege.wf.01.02
ZAF,hi,1,1,3,eracap,warm,vege,wf,01,03,ZAF.hi.warm.vege.wf.01,ZAF.hi.warm.vege.wf.01.03
ZAF,hi,1,1,4,scinat,warm,vege,wf,01,04,ZAF.hi.warm.vege.wf.01,ZAF.hi.warm.vege.wf.01.04
ZAF,hi,1,1,5,clifnit,warm,vege,wf,01,05,ZAF.hi.warm.vege.wf.01,ZAF.hi.warm.vege.wf.01.05
ZAF,hi,1,1,6,eupcla,warm,vege,wf,01,06,ZAF.hi.warm.vege.wf.01,ZAF.hi.warm.vege.wf.01.06
ZAF,hi,1,1,7,xervis  ,warm,vege,wf,01,07,ZAF.hi.warm.vege.wf.01,ZAF.hi.warm.vege.wf.01.07
ZAF,hi,1,1,8,arijuc,warm,vege,wf,01,08,ZAF.hi.warm.vege.wf.01,ZAF.hi.warm.vege.wf.01.08
ZAF,hi,1,1,9,melner,warm,vege,wf,01,09,ZAF.hi.warm.vege.wf.01,ZAF.hi.warm.vege.wf.01.09
ZAF,hi,1,1,10,watsoc ,warm,vege,wf,01,10,ZAF.hi.warm.vege.wf.01,ZAF.hi.warm.vege.wf.01.10
ZAF,hi,1,1,11,cotorb,warm,vege,wf,01,11,ZAF.hi.warm.vege.wf.01,ZAF.hi.warm.vege.wf.01.11
ZAF,hi,1,1,12,budsal ,warm,vege,wf,01,12,ZAF.hi.warm.vege.wf.01,ZAF.hi.warm.vege.wf.01.12
ZAF,hi,1,2,1,alomac,ambi,vege,wf,01,01,ZAF.hi.ambi.vege.wf.01,ZAF.hi.ambi.vege.wf.01.01
ZAF,hi,1,2,2,cotpan,ambi,vege,wf,01,02,ZAF.hi.ambi.vege.wf.01,ZAF.hi.ambi.vege.wf.01.02
ZAF,hi,1,2,3,eracap,ambi,vege,wf,01,03,ZAF.hi.ambi.vege.wf.01,ZAF.hi.ambi.vege.wf.01.03
ZAF,hi,1,2,4,scinat ,ambi,vege,wf,01,04,ZAF.hi.ambi.vege.wf.01,ZAF.hi.ambi.vege.wf.01.04
ZAF,hi,1,2,5,budlor,ambi,vege,wf,01,05,ZAF.hi.ambi.vege.wf.01,ZAF.hi.ambi.vege.wf.01.05
ZAF,hi,1,2,6,cotorb,ambi,vege,wf,01,06,ZAF.hi.ambi.vege.wf.01,ZAF.hi.ambi.vege.wf.01.06
ZAF,hi,1,2,7,watsoc ,ambi,vege,wf,01,07,ZAF.hi.ambi.vege.wf.01,ZAF.hi.ambi.vege.wf.01.07
ZAF,hi,1,2,8,arijuc,ambi,vege,wf,01,08,ZAF.hi.ambi.vege.wf.01,ZAF.hi.ambi.vege.wf.01.08
ZAF,hi,1,2,9,melner,ambi,vege,wf,01,09,ZAF.hi.ambi.vege.wf.01,ZAF.hi.ambi.vege.wf.01.09
ZAF,hi,1,2,10,xervis   ,ambi,vege,wf,01,10,ZAF.hi.ambi.vege.wf.01,ZAF.hi.ambi.vege.wf.01.10
ZAF,hi,1,2,11,eupcla,ambi,vege,wf,01,11,ZAF.hi.ambi.vege.wf.01,ZAF.hi.ambi.vege.wf.01.11
ZAF,hi,1,2,12,leuser ,ambi,vege,wf,01,12,ZAF.hi.ambi.vege.wf.01,ZAF.hi.ambi.vege.wf.01.12
ZAF,hi,1,5,1,alomac,ambi,bare,wf,01,01,ZAF.hi.ambi.bare.wf.01,ZAF.hi.ambi.bare.wf.01.01
ZAF,hi,1,5,2,cotpan,ambi,bare,wf,01,02,ZAF.hi.ambi.bare.wf.01,ZAF.hi.ambi.bare.wf.01.02
ZAF,hi,1,5,3,eracap,ambi,bare,wf,01,03,ZAF.hi.ambi.bare.wf.01,ZAF.hi.ambi.bare.wf.01.03
ZAF,hi,1,5,4,scinat,ambi,bare,wf,01,04,ZAF.hi.ambi.bare.wf.01,ZAF.hi.ambi.bare.wf.01.04
ZAF,hi,1,5,5,budlor,ambi,bare,wf,01,05,ZAF.hi.ambi.bare.wf.01,ZAF.hi.ambi.bare.wf.01.05
ZAF,hi,1,5,6,cotorb,ambi,bare,wf,01,06,ZAF.hi.ambi.bare.wf.01,ZAF.hi.ambi.bare.wf.01.06
ZAF,hi,1,5,7,watsoc ,ambi,bare,wf,01,07,ZAF.hi.ambi.bare.wf.01,ZAF.hi.ambi.bare.wf.01.07
ZAF,hi,1,5,8,arijuc,ambi,bare,wf,01,08,ZAF.hi.ambi.bare.wf.01,ZAF.hi.ambi.bare.wf.01.08
ZAF,hi,1,5,9,melner,ambi,bare,wf,01,09,ZAF.hi.ambi.bare.wf.01,ZAF.hi.ambi.bare.wf.01.09
ZAF,hi,1,5,10,xervis,ambi,bare,wf,01,10,ZAF.hi.ambi.bare.wf.01,ZAF.hi.ambi.bare.wf.01.10
ZAF,hi,1,5,11,eupcla,ambi,bare,wf,01,11,ZAF.hi.ambi.bare.wf.01,ZAF.hi.ambi.bare.wf.01.11
ZAF,hi,1,5,12,leuser ,ambi,bare,wf,01,12,ZAF.hi.ambi.bare.wf.01,ZAF.hi.ambi.bare.wf.01.12
ZAF,hi,1,6,1,alomac,warm,bare,wf,01,01,ZAF.hi.warm.bare.wf.01,ZAF.hi.warm.bare.wf.01.01
ZAF,hi,1,6,2,cotpan,warm,bare,wf,01,02,ZAF.hi.warm.bare.wf.01,ZAF.hi.warm.bare.wf.01.02
ZAF,hi,1,6,3,eracap,warm,bare,wf,01,03,ZAF.hi.warm.bare.wf.01,ZAF.hi.warm.bare.wf.01.03
ZAF,hi,1,6,4,scinat,warm,bare,wf,01,04,ZAF.hi.warm.bare.wf.01,ZAF.hi.warm.bare.wf.01.04
ZAF,hi,1,6,5,leuser ,warm,bare,wf,01,05,ZAF.hi.warm.bare.wf.01,ZAF.hi.warm.bare.wf.01.05
ZAF,hi,1,6,6,euppul,warm,bare,wf,01,06,ZAF.hi.warm.bare.wf.01,ZAF.hi.warm.bare.wf.01.06
ZAF,hi,1,6,7,diepau,warm,bare,wf,01,07,ZAF.hi.warm.bare.wf.01,ZAF.hi.warm.bare.wf.01.07
ZAF,hi,1,6,8,arijuc,warm,bare,wf,01,08,ZAF.hi.warm.bare.wf.01,ZAF.hi.warm.bare.wf.01.08
ZAF,hi,1,6,9,melner,warm,bare,wf,01,09,ZAF.hi.warm.bare.wf.01,ZAF.hi.warm.bare.wf.01.09
ZAF,hi,1,6,10,cribul,warm,bare,wf,01,10,ZAF.hi.warm.bare.wf.01,ZAF.hi.warm.bare.wf.01.10
ZAF,hi,1,6,11,eupcla,warm,bare,wf,01,11,ZAF.hi.warm.bare.wf.01,ZAF.hi.warm.bare.wf.01.11
ZAF,hi,1,6,12,budlor,warm,bare,wf,01,12,ZAF.hi.warm.bare.wf.01,ZAF.hi.warm.bare.wf.01.12
ZAF,hi,2,1,1,alomac,warm,vege,wf,02,01,ZAF.hi.warm.vege.wf.02,ZAF.hi.warm.vege.wf.02.01
ZAF,hi,2,1,2,cotpan,warm,vege,wf,02,02,ZAF.hi.warm.vege.wf.02,ZAF.hi.warm.vege.wf.02.02
ZAF,hi,2,1,3,eracap,warm,vege,wf,02,03,ZAF.hi.warm.vege.wf.02,ZAF.hi.warm.vege.wf.02.03
ZAF,hi,2,1,4,scinat,warm,vege,wf,02,04,ZAF.hi.warm.vege.wf.02,ZAF.hi.warm.vege.wf.02.04
ZAF,hi,2,1,5,clifnit ,warm,vege,wf,02,05,ZAF.hi.warm.vege.wf.02,ZAF.hi.warm.vege.wf.02.05
ZAF,hi,2,1,6,eupcla,warm,vege,wf,02,06,ZAF.hi.warm.vege.wf.02,ZAF.hi.warm.vege.wf.02.06
ZAF,hi,2,1,7,xervis,warm,vege,wf,02,07,ZAF.hi.warm.vege.wf.02,ZAF.hi.warm.vege.wf.02.07
ZAF,hi,2,1,8,arijuc,warm,vege,wf,02,08,ZAF.hi.warm.vege.wf.02,ZAF.hi.warm.vege.wf.02.08
ZAF,hi,2,1,9,melner,warm,vege,wf,02,09,ZAF.hi.warm.vege.wf.02,ZAF.hi.warm.vege.wf.02.09
ZAF,hi,2,1,10,watsoc ,warm,vege,wf,02,10,ZAF.hi.warm.vege.wf.02,ZAF.hi.warm.vege.wf.02.10
ZAF,hi,2,1,11,cotorb,warm,vege,wf,02,11,ZAF.hi.warm.vege.wf.02,ZAF.hi.warm.vege.wf.02.11
ZAF,hi,2,1,12,budsal ,warm,vege,wf,02,12,ZAF.hi.warm.vege.wf.02,ZAF.hi.warm.vege.wf.02.12
ZAF,hi,2,3,1,alomac,warm,vege,wf,02,01,ZAF.hi.warm.vege.wf.02,ZAF.hi.warm.vege.wf.02.01
ZAF,hi,2,3,2,cotpan,warm,vege,wf,02,02,ZAF.hi.warm.vege.wf.02,ZAF.hi.warm.vege.wf.02.02
ZAF,hi,2,3,3,eracap,warm,vege,wf,02,03,ZAF.hi.warm.vege.wf.02,ZAF.hi.warm.vege.wf.02.03
ZAF,hi,2,3,4,scinat,warm,vege,wf,02,04,ZAF.hi.warm.vege.wf.02,ZAF.hi.warm.vege.wf.02.04
ZAF,hi,2,3,5,clifnit,warm,vege,wf,02,05,ZAF.hi.warm.vege.wf.02,ZAF.hi.warm.vege.wf.02.05
ZAF,hi,2,3,6,euppul,warm,vege,wf,02,06,ZAF.hi.warm.vege.wf.02,ZAF.hi.warm.vege.wf.02.06
ZAF,hi,2,3,7,cribul,warm,vege,wf,02,07,ZAF.hi.warm.vege.wf.02,ZAF.hi.warm.vege.wf.02.07
ZAF,hi,2,3,8,arijuc,warm,vege,wf,02,08,ZAF.hi.warm.vege.wf.02,ZAF.hi.warm.vege.wf.02.08
ZAF,hi,2,3,9,melner,warm,vege,wf,02,09,ZAF.hi.warm.vege.wf.02,ZAF.hi.warm.vege.wf.02.09
ZAF,hi,2,3,10,watsoc ,warm,vege,wf,02,10,ZAF.hi.warm.vege.wf.02,ZAF.hi.warm.vege.wf.02.10
ZAF,hi,2,3,11,cotorb,warm,vege,wf,02,11,ZAF.hi.warm.vege.wf.02,ZAF.hi.warm.vege.wf.02.11
ZAF,hi,2,3,12,budsal ,warm,vege,wf,02,12,ZAF.hi.warm.vege.wf.02,ZAF.hi.warm.vege.wf.02.12
ZAF,hi,2,4,1,alomac,ambi,vege,wf,02,01,ZAF.hi.ambi.vege.wf.02,ZAF.hi.ambi.vege.wf.02.01
ZAF,hi,2,4,2,rosrub,ambi,vege,wf,02,02,ZAF.hi.ambi.vege.wf.02,ZAF.hi.ambi.vege.wf.02.02
ZAF,hi,2,4,3,eracap,ambi,vege,wf,02,03,ZAF.hi.ambi.vege.wf.02,ZAF.hi.ambi.vege.wf.02.03
ZAF,hi,2,4,4,scinat,ambi,vege,wf,02,04,ZAF.hi.ambi.vege.wf.02,ZAF.hi.ambi.vege.wf.02.04
ZAF,hi,2,4,5,leuser ,ambi,vege,wf,02,05,ZAF.hi.ambi.vege.wf.02,ZAF.hi.ambi.vege.wf.02.05
ZAF,hi,2,4,6,euppul,ambi,vege,wf,02,06,ZAF.hi.ambi.vege.wf.02,ZAF.hi.ambi.vege.wf.02.06
ZAF,hi,2,4,7,knilin,ambi,vege,wf,02,07,ZAF.hi.ambi.vege.wf.02,ZAF.hi.ambi.vege.wf.02.07
ZAF,hi,2,4,8,arijuc,ambi,vege,wf,02,08,ZAF.hi.ambi.vege.wf.02,ZAF.hi.ambi.vege.wf.02.08
ZAF,hi,2,4,9,melner,ambi,vege,wf,02,09,ZAF.hi.ambi.vege.wf.02,ZAF.hi.ambi.vege.wf.02.09
ZAF,hi,2,4,10,cribul,ambi,vege,wf,02,10,ZAF.hi.ambi.vege.wf.02,ZAF.hi.ambi.vege.wf.02.10
ZAF,hi,2,4,11,eupcla,ambi,vege,wf,02,11,ZAF.hi.ambi.vege.wf.02,ZAF.hi.ambi.vege.wf.02.11
ZAF,hi,2,4,12,leuser ,ambi,vege,wf,02,12,ZAF.hi.ambi.vege.wf.02,ZAF.hi.ambi.vege.wf.02.12
ZAF,hi,2,5,1,alomac,ambi,bare,wf,02,01,ZAF.hi.ambi.bare.wf.02,ZAF.hi.ambi.bare.wf.02.01
ZAF,hi,2,5,2,cotpan,ambi,bare,wf,02,02,ZAF.hi.ambi.bare.wf.02,ZAF.hi.ambi.bare.wf.02.02
ZAF,hi,2,5,3,eracap,ambi,bare,wf,02,03,ZAF.hi.ambi.bare.wf.02,ZAF.hi.ambi.bare.wf.02.03
ZAF,hi,2,5,4,scinat,ambi,bare,wf,02,04,ZAF.hi.ambi.bare.wf.02,ZAF.hi.ambi.bare.wf.02.04
ZAF,hi,2,5,5,budlor,ambi,bare,wf,02,05,ZAF.hi.ambi.bare.wf.02,ZAF.hi.ambi.bare.wf.02.05
ZAF,hi,2,5,6,cotorb,ambi,bare,wf,02,06,ZAF.hi.ambi.bare.wf.02,ZAF.hi.ambi.bare.wf.02.06
ZAF,hi,2,5,7,watsoc,ambi,bare,wf,02,07,ZAF.hi.ambi.bare.wf.02,ZAF.hi.ambi.bare.wf.02.07
ZAF,hi,2,5,8,arijuc,ambi,bare,wf,02,08,ZAF.hi.ambi.bare.wf.02,ZAF.hi.ambi.bare.wf.02.08
ZAF,hi,2,5,9,melner,ambi,bare,wf,02,09,ZAF.hi.ambi.bare.wf.02,ZAF.hi.ambi.bare.wf.02.09
ZAF,hi,2,5,10,xervis ,ambi,bare,wf,02,10,ZAF.hi.ambi.bare.wf.02,ZAF.hi.ambi.bare.wf.02.10
ZAF,hi,2,5,11,eupcla,ambi,bare,wf,02,11,ZAF.hi.ambi.bare.wf.02,ZAF.hi.ambi.bare.wf.02.11
ZAF,hi,2,5,12,leuser,ambi,bare,wf,02,12,ZAF.hi.ambi.bare.wf.02,ZAF.hi.ambi.bare.wf.02.12
ZAF,hi,3,1,1,alomac,warm,vege,wf,03,01,ZAF.hi.warm.vege.wf.03,ZAF.hi.warm.vege.wf.03.01
ZAF,hi,3,1,2,cotpan,warm,vege,wf,03,02,ZAF.hi.warm.vege.wf.03,ZAF.hi.warm.vege.wf.03.02
ZAF,hi,3,1,3,eracap,warm,vege,wf,03,03,ZAF.hi.warm.vege.wf.03,ZAF.hi.warm.vege.wf.03.03
ZAF,hi,3,1,4,scinat,warm,vege,wf,03,04,ZAF.hi.warm.vege.wf.03,ZAF.hi.warm.vege.wf.03.04
ZAF,hi,3,1,5,clifnit,warm,vege,wf,03,05,ZAF.hi.warm.vege.wf.03,ZAF.hi.warm.vege.wf.03.05
ZAF,hi,3,1,6, eupcla,warm,vege,wf,03,06,ZAF.hi.warm.vege.wf.03,ZAF.hi.warm.vege.wf.03.06
ZAF,hi,3,1,7,xervis,warm,vege,wf,03,07,ZAF.hi.warm.vege.wf.03,ZAF.hi.warm.vege.wf.03.07
ZAF,hi,3,1,8,arijuc,warm,vege,wf,03,08,ZAF.hi.warm.vege.wf.03,ZAF.hi.warm.vege.wf.03.08
ZAF,hi,3,1,9,melner,warm,vege,wf,03,09,ZAF.hi.warm.vege.wf.03,ZAF.hi.warm.vege.wf.03.09
ZAF,hi,3,1,10,watsoc,warm,vege,wf,03,10,ZAF.hi.warm.vege.wf.03,ZAF.hi.warm.vege.wf.03.10
ZAF,hi,3,1,11,cotorb,warm,vege,wf,03,11,ZAF.hi.warm.vege.wf.03,ZAF.hi.warm.vege.wf.03.11
ZAF,hi,3,1,12,budsal ,warm,vege,wf,03,12,ZAF.hi.warm.vege.wf.03,ZAF.hi.warm.vege.wf.03.12
ZAF,hi,3,4,1,alomac,ambi,vege,wf,03,01,ZAF.hi.ambi.vege.wf.03,ZAF.hi.ambi.vege.wf.03.01
ZAF,hi,3,4,2,cotpan,ambi,vege,wf,03,02,ZAF.hi.ambi.vege.wf.03,ZAF.hi.ambi.vege.wf.03.02
ZAF,hi,3,4,3,eracap,ambi,vege,wf,03,03,ZAF.hi.ambi.vege.wf.03,ZAF.hi.ambi.vege.wf.03.03
ZAF,hi,3,4,4,scinat,ambi,vege,wf,03,04,ZAF.hi.ambi.vege.wf.03,ZAF.hi.ambi.vege.wf.03.04
ZAF,hi,3,4,5,clifnit,ambi,vege,wf,03,05,ZAF.hi.ambi.vege.wf.03,ZAF.hi.ambi.vege.wf.03.05
ZAF,hi,3,4,6, euppul,ambi,vege,wf,03,06,ZAF.hi.ambi.vege.wf.03,ZAF.hi.ambi.vege.wf.03.06
ZAF,hi,3,4,7,cribul,ambi,vege,wf,03,07,ZAF.hi.ambi.vege.wf.03,ZAF.hi.ambi.vege.wf.03.07
ZAF,hi,3,4,8,arijuc,ambi,vege,wf,03,08,ZAF.hi.ambi.vege.wf.03,ZAF.hi.ambi.vege.wf.03.08
ZAF,hi,3,4,9,melner,ambi,vege,wf,03,09,ZAF.hi.ambi.vege.wf.03,ZAF.hi.ambi.vege.wf.03.09
ZAF,hi,3,4,10,watsoc,ambi,vege,wf,03,10,ZAF.hi.ambi.vege.wf.03,ZAF.hi.ambi.vege.wf.03.10
ZAF,hi,3,4,11,cotorb,ambi,vege,wf,03,11,ZAF.hi.ambi.vege.wf.03,ZAF.hi.ambi.vege.wf.03.11
ZAF,hi,3,4,12,budsal ,ambi,vege,wf,03,12,ZAF.hi.ambi.vege.wf.03,ZAF.hi.ambi.vege.wf.03.12
ZAF,hi,3,5,1,alomac,ambi,bare,wf,03,01,ZAF.hi.ambi.bare.wf.03,ZAF.hi.ambi.bare.wf.03.01
ZAF,hi,3,5,2,pyrang,ambi,bare,wf,03,02,ZAF.hi.ambi.bare.wf.03,ZAF.hi.ambi.bare.wf.03.02
ZAF,hi,3,5,3,eracap,ambi,bare,wf,03,03,ZAF.hi.ambi.bare.wf.03,ZAF.hi.ambi.bare.wf.03.03
ZAF,hi,3,5,4,scinat,ambi,bare,wf,03,04,ZAF.hi.ambi.bare.wf.03,ZAF.hi.ambi.bare.wf.03.04
ZAF,hi,3,5,5,budsal ,ambi,bare,wf,03,05,ZAF.hi.ambi.bare.wf.03,ZAF.hi.ambi.bare.wf.03.05
ZAF,hi,3,5,6,euppul,ambi,bare,wf,03,06,ZAF.hi.ambi.bare.wf.03,ZAF.hi.ambi.bare.wf.03.06
ZAF,hi,3,5,7,knilin,ambi,bare,wf,03,07,ZAF.hi.ambi.bare.wf.03,ZAF.hi.ambi.bare.wf.03.07
ZAF,hi,3,5,8,arijuc,ambi,bare,wf,03,08,ZAF.hi.ambi.bare.wf.03,ZAF.hi.ambi.bare.wf.03.08
ZAF,hi,3,5,9,melner,ambi,bare,wf,03,09,ZAF.hi.ambi.bare.wf.03,ZAF.hi.ambi.bare.wf.03.09
ZAF,hi,3,5,10,cribul,ambi,bare,wf,03,10,ZAF.hi.ambi.bare.wf.03,ZAF.hi.ambi.bare.wf.03.10
ZAF,hi,3,5,11,eupcla,ambi,bare,wf,03,11,ZAF.hi.ambi.bare.wf.03,ZAF.hi.ambi.bare.wf.03.11
ZAF,hi,3,5,12,budlor,ambi,bare,wf,03,12,ZAF.hi.ambi.bare.wf.03,ZAF.hi.ambi.bare.wf.03.12
